president_year,sentence,label,polarity
Arroyo-2003,"selfrated poverty according survey, lowest percentage population last years.",neutral,0.0
Arroyo-2003,foreign investments rose percent first quarter compared period last year.,neutral,0.18125
Arroyo-2003,"need reduce risk living, mention business here, yesterdays rogues must go jail.",negative,-0.1
Arroyo-2003,"reduce business costs providing basic infrastructure roads, transport, efficient rationalized power sector.",neutral,0.0
Arroyo-2003,road program symbolized longawaited expansion north expressway.,neutral,0.0
Arroyo-2003,"mass transport, towards end year, complete loop light railway system metro manila—from santolan pasig towards aurora boulevard cubao, quiapo blumentritt edsa pasay back cubao.",neutral,0.16666666666666666
Arroyo-2003,tumaas pasahe noong state nation address.,neutral,0.0
Arroyo-2003,"jeepney drivers, nagpapasalamat kayo pababayaan.",neutral,0.0
Arroyo-2003,"reduce transport costs mindanao luzon, set nautical highway, system cargo truck travels straight destination, making interisland crossings ferries, rather loading unloading every port.",neutral,0.2
Arroyo-2003,"reduced percent transport costs products mindanao like copra, rice, corn, vegetables.",neutral,0.0
Arroyo-2003,"nagbigay kuryente mahigit , barangay.",neutral,0.0
Arroyo-2003,"metro manila, consumer using kilowatt hour paid .",neutral,0.0
Arroyo-2003,last may.,neutral,0.0
Arroyo-2003,"today, pays ., drop pesos percent.",neutral,0.0
Arroyo-2003,case one almost million households benefiting lifeline rate program energy regulatory commission.,neutral,0.0
Arroyo-2003,"another electric cooperative franchise areas also soon reduce rates loan condonation program electric power reform act you, congress, passed .",neutral,0.0
Arroyo-2003,"why, believe say second expensive power asia pacific, rank seventh.",negative,-0.43333333333333335
Arroyo-2003,"need , megawatts power next years.",neutral,0.0
Arroyo-2003,need pass transco bill maintain favorable ranking take added capacity.,neutral,0.0
Arroyo-2003,"reduce business costs, last wages, first red tape.",neutral,0.08333333333333333
Arroyo-2003,"nagsasagawa sorpresang pagbisita tanggapan gobyerno, upang pasiglahin talagang nagsisikap gisingin natutulog trabaho.",neutral,0.0
Arroyo-2003,"pinalakas natin pambansang ekonomiya—agrikultura, maliliit negosyo, pabahay—upang mangyari dayuhang ekonomiya, matatag rin pilipinas.",neutral,0.0
Arroyo-2003,naglaan bilyong piso murang pautang maliliit negosyo.,neutral,0.0
Arroyo-2003,"nagamit ito, dadagdagan natin higit bilyon.",neutral,0.0
Arroyo-2003,interest rates patuloy bumababa.,neutral,0.0
Arroyo-2003,good monetary policy fiscal discipline balance key.,neutral,0.35
Arroyo-2003,"revenues surpassed target billion pesos first five months year, driven information technology, helped lifestyle checks, indictments dismissals graft corruption.",neutral,0.25
Arroyo-2003,"thus, held budget deficit check percent ceiling.",neutral,0.0
Arroyo-2003,thank congress passing eprocurement law helps us hold expenditures.,neutral,0.0
Arroyo-2003,"now, ask congress complete passage bills excise tax rationalization national revenue authority.",neutral,0.1
Arroyo-2003,must reduce corruption among appointive also among elective officials.,neutral,0.0
Arroyo-2003,"full financial support government, registration, counting, transmission votes elections completely computerized.",neutral,0.15
Arroyo-2003,"now, ask congress institute reforms campaign finance level playing field widen choice electorate worthy candidates.",neutral,0.3333333333333333
Arroyo-2003,strength investment climate also rests great part realities global regional environment turn realities advantage.,neutral,0.4
Arroyo-2003,country come much closer reattaining strategic importance geopolitics active respected voice international affairs.,neutral,0.022222222222222227
Arroyo-2003,"filipino recognized truly global worker, home abroad.",neutral,0.0
Arroyo-2003,smallest number strikes last years.,neutral,0.0
Arroyo-2003,"increasingly, philippines recognized ideal site critical operations requiring highquality, englisheducated workforce.",neutral,0.45
Arroyo-2003,"eight million filipinos live work abroad, jobs enjoy unbeatable comparative advantages englishspeaking education, advanced skills, uniquely caring nature.",neutral,0.3278409090909091
Arroyo-2003,filipino work anywhere afraid.,negative,-0.6
Arroyo-2003,"like manny pacquiao, given chance compete, take win.",neutral,0.8
Arroyo-2003,"fitting work congress, overseas filipino workers given overseas voting right.",neutral,0.39285714285714285
Arroyo-2003,"also fitting put new perspective relations united states, three million filipinos live made visit state visitor year.",neutral,0.25757575757575757
Arroyo-2003,benefits engagement u.s. vastly outweigh concerns sovereign subordination.,neutral,0.0
Arroyo-2003,"confidence deal countries equals—however rich, however strong, china, japan, members european union united states.",neutral,0.26944444444444443
Arroyo-2003,reached good friends neighbors—such prime minister mahathir malaysia president megawati indonesia—with message must work together especially democracy security concerned.,neutral,0.35
Arroyo-2003,panguluhan laging nahaharap mabibigat suliranin.,neutral,0.0
Arroyo-2003,"terrorism, drugs, sars, ofws, mindanao, poverty, corruption, investments, destabilization—these come mind review crises opportunities past year.",negative,-0.25
Arroyo-2003,"sum problems faced extraordinary responses made, surprising even reviving faith future.",neutral,0.3444444444444444
Arroyo-2003,"barangay vacante, alcala, pangasinan, got sars, took hit, fought on, valiantly overcame crisis.",neutral,0.0
Arroyo-2003,"barangay inugug, pagalungan, maguindanao, politely asked milf military leave take fight elsewhere, thereby making community sanctuary peace.",negative,-0.1
Arroyo-2003,"si sonny ayao, umayaw giyera community organizer sya mnlf edad , mujahideen loob taon.",neutral,0.0
Arroyo-2003,"filipinos kuwait, isolated war refusing abandon jobs, took care people around iraq conflict.",neutral,0.0
Arroyo-2003,"teacher josette biyo iloilo, world champion science math teaching, planet solar system named her.",neutral,0.0
Arroyo-2003,"luz lozada, years old, san isidro, davao del sur—hinirang natatanging magsasaka.",neutral,0.1
Arroyo-2003,"image model hybrid rice technology, symbol agricultural modernization.",neutral,0.0
Arroyo-2003,"police officers cayetano gannaban raul graza fought rebels firefight quinapondan, eastern samar.",neutral,0.0
Arroyo-2003,"police colonel boysie rosales, kilabot drug lords, tumanggi suhol million.",neutral,0.0
Arroyo-2003,"hinahangaan gilas maraming pilipino, malalim nating kaban kabayanihan talino, matibay kalooban upang mabuhay, maglingkod, mangibabaw.",neutral,0.0
Arroyo-2003,"pangarap kabawasbawas—isang matatag republikang matitinag makasariling interes, yumayabong gumaganang institusyon pamamahala, naglilingkod masipag lipi man upang maibigay karapatdapat tanggapin.",neutral,0.0
Arroyo-2003,"life leadership difficult one, pauses comfort relief.",negative,-0.5
Arroyo-2003,"days, find rare moment joy company family—especially granddaughter, mikaela.",neutral,0.55
Arroyo-2003,"everything make sure future kind mikaela generation, must strive turn fears resolve right ourselves, children grandchildren.",neutral,0.3464285714285714
Arroyo-2003,nasa giyera tayo.,neutral,0.0
Arroyo-2003,giyera terorismo.,neutral,0.0
Arroyo-2003,giyera katiwalian.,neutral,0.0
Arroyo-2003,giyera kasakitan.,neutral,0.0
Arroyo-2003,giyera droga.,neutral,0.0
Arroyo-2003,giyera destabilisasyon.,neutral,0.0
Arroyo-2003,"samasamang pakikipaglaban pagtutulungan, mangingibabaw magwawagi.",neutral,0.0
Arroyo-2003,"agtutunos nga agtrabaho, agba leygi tayo.",neutral,0.0
Arroyo-2003,"abeabeng makilaban ampon magobra, mangibabo tamu.",neutral,0.0
Arroyo-2003,"atong panaghiusa pagtrabaho ug pagbuntog kaaway, molampos gayod kita.",neutral,0.0
Arroyo-2003,"aton paginupod ulubrahon kag pakipagaway, kita gid magpangibabaw.",neutral,0.0
Arroyo-2003,kasihan nawa diyos pilipinas.,neutral,0.0
Arroyo-2003,maraming salamat lahat.,neutral,0.0
Arroyo-2003,source,neutral,0.0
Arroyo-2004, fourth state nation address excellency gloria macapagalarroyo president philippines opening regular session congress thank speaker de venecia vice president noli de castro president fidel ramos senate president drilon chief justice davide justices supreme court honorable members senate house representatives excellency archbishop franco excellencies diplomatic corps members cabinet commanders armed forces officers members philippine national police fellow workers government distinguished guests ladies gentlemen.,neutral,0.0
Arroyo-2004,angelo de la cruz home.,neutral,0.0
Arroyo-2004,it!,neutral,0.0
Arroyo-2004,congratulations filipino people.,neutral,0.0
Arroyo-2004,"samakatuwid, ipabatid lahat, pook panahong ito, pilipino, man naroroon government—indeed, country—that cares.",neutral,0.0
Arroyo-2004,life held dearly international acclaim.,neutral,0.0
Arroyo-2004,president friend.,neutral,0.0
Arroyo-2004,angelo de la cruz saved stuck oath.,neutral,0.0
Arroyo-2004,"since first became president , declared foreign policy focus protect vital interests nation, including million overseas filipinos.",neutral,0.075
Arroyo-2004,cannot apologize protector people.,neutral,0.0
Arroyo-2004,"difference weeks, pullout already decided on, could justify sacrifice human life.",neutral,0.0
Arroyo-2004,"sacrificing angelo de la cruz would pointless provocation would put lives million half filipinos middle east risk, making part war.",negative,-0.13888888888888887
Arroyo-2004,wars combatants.,neutral,0.0
Arroyo-2004,"speak soldiers held hostage communist insurgents, dont expect released except compassion captors military operation.",negative,-0.1
Arroyo-2004,fighting longestrunning communist insurgency history.,neutral,0.0
Arroyo-2004,coming grips fundamentalist terrorism long .,negative,-0.05
Arroyo-2004,"leader nation, say behalf filipino people world strong principled believers democracy.",neutral,0.4333333333333333
Arroyo-2004,"four generations fighting filipinos ceaselessly struggled totalitarians terrorists freedom, freedom people people world.",negative,-0.1
Arroyo-2004,"fought enemy, taken good gave—not safe distance close quarters.",neutral,0.6
Arroyo-2004,"bataan corregidor, korea vietnam, east timor, kosovo, liberia, name few.",negative,-0.2
Arroyo-2004,"opted save angelo de la cruz, reflecting whether one life sacrificed pressing reason saved accelerating ongoing pullout.",neutral,0.0
Arroyo-2004,sacrifice policy save human life.,neutral,0.0
Arroyo-2004,applied policy purpose.,neutral,0.0
Arroyo-2004,philippines policy demands sacrifice human lives.,neutral,0.0
Arroyo-2004,"ask angelo de la cruz sacrificed, would change better iraq today saved one filipino painful pointless death, must seize unity attained improve government save economy.",negative,-0.15
Arroyo-2004,pinapangako bagong direksyon mamamayan muna.,neutral,0.0
Arroyo-2004,taong bayan pinakamalaki nating yaman.,neutral,0.0
Arroyo-2004,"ngunit madalas, kaunti lang atensyon binibigay pagunlad.",neutral,0.0
Arroyo-2004,di tuloy matawid agwat mayaman mahirap.,neutral,0.0
Arroyo-2004,di tuloy mapaabot biyaya demokrasya.,neutral,0.0
Arroyo-2004,want create economic opportunity home abroad.,neutral,0.2
Arroyo-2004,dont want one other.,negative,-0.125
Arroyo-2004,want both.,neutral,0.0
Arroyo-2004,"done focus, energy, common purpose still lies within power put economic house back working order finds beyond hope repair doomed share fate failed nations.",negative,-0.15
Arroyo-2004,made head start last three years must take bolder steps forward next six.,neutral,0.0
Arroyo-2004,inflation control.,neutral,0.0
Arroyo-2004,ordinary housewife buying rice fish stable prices.,negative,-0.25
Arroyo-2004,"new investments, foreign and, better yet, domestic, made.",neutral,0.1278409090909091
Arroyo-2004,three million people found jobs last three years compared half million three years that.,negative,-0.08333333333333333
Arroyo-2004,"malaki pagunlad pangunahing pangangailangan—malinis tubig, health insurance, tirahan, paaralan, aklat.",neutral,0.0
Arroyo-2004,"beat crime, breaking drug kidnapping syndicates, mopping stragglers.",neutral,0.0
Arroyo-2004,"people safer streets, homes, places work.",neutral,0.0
Arroyo-2004,"every government world war corruption made lifestyle checks lethal weapon, adopted procurement reforms take fight forward.",neutral,0.0
Arroyo-2004,"thanks many you, emerged last election votes previous president.",neutral,0.13333333333333333
Arroyo-2004,"sign peoples overwhelming support, gave huge majority congress, huge majority among local governments.",neutral,0.32500000000000007
Arroyo-2004,"new day, new direction, renewed confidence achieve together.",neutral,0.13636363636363635
Arroyo-2004,determined prove tremendous show faith confidence well deserved.,neutral,0.3333333333333333
Arroyo-2004,"season bitter partisanship season service upon us all—majority, minority, opposition, administration.",negative,-0.1
Arroyo-2004,"inaugural address, laid agenda next six years—not utopia something practical achieve accomplish time.",neutral,0.0
Arroyo-2004,promise term would irreversible turning point.,neutral,0.0
Arroyo-2004,ipinangangako ko—iiwanan natin ligalig alinlangan.,neutral,0.0
Arroyo-2004,"end term, question longer whether compete else world shall take indisputable competitive advantage.",neutral,0.0
Arroyo-2004,"next six years, hope, finally get things right.",neutral,0.09523809523809523
Arroyo-2004,"something goal cannot agree reason cannot work together thats needed clear away couple obstacles, intend five key reform packages job creation economic growth anticorruption good government social justice basic needs education youth opportunity energy independence savings.",neutral,0.14047619047619048
Arroyo-2004,tough decisions made.,negative,-0.3888888888888889
Arroyo-2004,its going tough love hereon.,neutral,0.05555555555555555
Arroyo-2004,must tougher whove easy whove tough already.,neutral,0.022222222222222227
Arroyo-2004,humarap problema karatig bansa.,neutral,0.0
Arroyo-2004,"sikretoy pagkakaisa mamamayan, suporta liderato, sakripisyo isa.",neutral,0.0
Arroyo-2004,must bear pain share pain enjoy gain together.,neutral,0.4
Arroyo-2004,must sacrifice less already living lives selfsacrifice.,negative,-0.16666666666666666
Arroyo-2004,maraming magsasabi matagal silang nagsasakripisyo.,neutral,0.0
Arroyo-2004,ngunit hinihingi inyo konti pang sakripisyo.,neutral,0.0
Arroyo-2004,must wait patience reforms work.,neutral,0.0
Arroyo-2004,"meantime, must work productively world competition keen want jobs come, stay.",neutral,0.0
Arroyo-2004,urgent problem budget deficit.,neutral,0.0
Arroyo-2004,sometimes its unavoidable chronic deficits always bad.,negative,-0.6999999999999998
Arroyo-2004,sometimes stamping deficits vigorously slow growth.,negative,-0.30000000000000004
Arroyo-2004,ignoring kill economy.,neutral,0.0
Arroyo-2004,sends wrong signal dont understand fiscal predicament help ourselves.,negative,-0.5
Arroyo-2004,"drive away investments, exacerbate deficit, hurt job growth.",neutral,0.0
Arroyo-2004,chronic deficits drastically reduce governments ability make infrastructure investments business needs grow create jobs.,neutral,0.0
Arroyo-2004,chronic deficits mean undertaking less social services private charity never provide without social war inevitable.,negative,-0.06874999999999999
Arroyo-2004,surefire formula national failure.,negative,-0.3166666666666667
Arroyo-2004,"so, must raise revenues, expand government services, yet cut costs—all time.",neutral,0.0
Arroyo-2004,boils right priorities.,neutral,0.2857142857142857
Arroyo-2004,"beauty fiscal problem solutions known, though applying right ones tricky.",neutral,0.2857142857142857
Arroyo-2004,"solutions require toughness part government, cooperation part business, patience part people, active support part congress.",negative,-0.13333333333333333
Arroyo-2004,"solutions require profound, even personal, changes.",neutral,0.041666666666666664
Arroyo-2004,politicians need focus job hand rather prospect reelection.,neutral,0.0
Arroyo-2004,worst offender yet hardest pin corporate corruption.,negative,-0.5
Arroyo-2004,businessmen must adopt attitude tax acceptance tax avoidance.,neutral,0.0
Arroyo-2004,must stop trying outrun tax collector.,neutral,0.0
Arroyo-2004,"must recognize fiscally stronger government create congenial business environment greater security, better infrastructure, cheaper credit, business.",neutral,0.5
Arroyo-2004,administration undertake reforms raise save billion.,neutral,0.0
Arroyo-2004,ask congress pass eight revenue measures collect billion more.,neutral,0.5
Arroyo-2004,"alam maaasahan mambabatas upang burahin deficit, upang ituloy magandang trabaho, upang itaguyod saligan matapat gobyerno malakas ekonomiya.",neutral,0.0
Arroyo-2004,investments infrastructure energy provide greatest multiplier effect growth job creation.,neutral,1.0
Arroyo-2004,"pag maganda imprastraktura gaya kalsada, tulay, pantalan, telepono, kuryente, maraming mamumuhunan.",neutral,0.0
Arroyo-2004,maraming magkakaroon trabaho.,neutral,0.0
Arroyo-2004,"must achieve sufficient, efficient, cheap energy near term.",neutral,0.25
Arroyo-2004,"must sure capacity meet demands growing economy, choke growth comes, thereby lose opportunities come again.",neutral,0.5
Arroyo-2004,"end, napocor powergenerating plants transmission lines must privatized fire sale.",neutral,0.0
Arroyo-2004,delivering electricity virtually entire country big cannot possibly worth nothing trouble running it.,neutral,0.024999999999999994
Arroyo-2004,napocors transmission systems sold terms recognize lucrative monopoly transmission grid.,neutral,0.0
Arroyo-2004,ask congress pass transco bill already passed house congress.,neutral,0.0
Arroyo-2004,investments social justice basic needs vital future fiscal macroeconomic reforms.,neutral,0.03333333333333333
Arroyo-2004,nation deeply divided stand.,neutral,0.0
Arroyo-2004,certainly move forward.,neutral,0.21428571428571427
Arroyo-2004,nation divided social economic faultlines.,neutral,0.11666666666666667
Arroyo-2004,tectonic plates shift unthinkable consequences.,negative,-0.05
Arroyo-2004,"say cheaper die get well illness, impossible find clean water rainfall country, modern day age, part country still sits darkness.",negative,-0.033333333333333305
Arroyo-2004,terrible waste terrible shame.,negative,-0.7333333333333334
Arroyo-2004,"agenda maralita hanapbuhay reporma lupa tubig, gamot, kuryente pagtatanggol kapangyarihan mahina.",neutral,0.0
Arroyo-2004,"fact, able bring clean water entire country previous term, you, congress finally passed clean water act first days president signed solid waste act—thank also giving opportunity—and reforesting watersheds.",neutral,0.1240740740740741
Arroyo-2004,"place start livelihood, million filipinos.",neutral,0.0
Arroyo-2004,"growing industrial, service, microenterprise sectors take care some, thriving agribusiness sector keep countryside rather burdening metro manila already cracking weight overpopulation.",neutral,0.0
Arroyo-2004,"land reform covers agrarian reform, urban land reform, ancestral domain land reform.",neutral,0.0
Arroyo-2004,ask congress qualify farmland bank collateral reform system urban land titles.,neutral,0.0
Arroyo-2004,kapangyarihan taong bayan puso demokrasya.,neutral,0.0
Arroyo-2004,kasama paghugis kapalaran.,neutral,0.0
Arroyo-2004,dadalhin reporma taong bayan.,neutral,0.0
Arroyo-2004,"akoy magpapaliwanag, akoy makikinig.",neutral,0.0
Arroyo-2004,shown government care even single filipino life.,negative,-0.07142857142857142
Arroyo-2004,"must show care rest filipino people, especially weakest among us.",neutral,0.0
Arroyo-2004,"adapt words adam smith information age, the greatest improvement productive powers labor seems effects modern education.",neutral,0.6
Arroyo-2004,"economies exhausted possibilities division labor way forward bettereducated, adaptable workforce.",negative,-0.4
Arroyo-2004,need start early.,neutral,0.1
Arroyo-2004,need maintain highest educational standards.,neutral,0.25
Arroyo-2004,ask congress legislate extra year studies adding fifth year high school standardizing taught barangay day care centers.,neutral,0.08
Arroyo-2004,"expand youth opportunity, need focus technical vocational education strengthening english, science technology, love country.",neutral,0.2
Arroyo-2004,said inaugural free markets patriotism makes countries strong.,neutral,0.41666666666666663
Arroyo-2004,"sense society failed youth formative years, growing normally productively, getting good education, learning habits honesty citizenship civic discipline.",neutral,0.11666666666666665
Arroyo-2004,"ask educational system, parents, church, pillars community help shape new culture honesty, patriotism, respect, discipline, service young filipinos.",neutral,0.1621212121212121
Arroyo-2004,roof cannot collapse value pillars government society sound strong.,neutral,0.41666666666666663
Arroyo-2004,fervently support judicial reforms carried supreme court.,neutral,0.0
Arroyo-2004,ask congress law making ombudsmans function effective hong kongs independent commission corruption.,neutral,0.3
Arroyo-2004,bureaucratic corruption numerous leakages bad.,negative,-0.3499999999999999
Arroyo-2004,government incompetence.,neutral,0.0
Arroyo-2004,"unlike private sector, free market punishes mistakes, government incompetence punishes public.",neutral,0.13333333333333333
Arroyo-2004,"tear away layers inefficiency piled decades political accommodation redundancy national service, waste local governments, pointless procedures getting done isnt needed anyway secure public welfare.",negative,-0.008333333333333331
Arroyo-2004,"paying health inspector banish bacteria dirty kitchen definition, public services private sector except price public cannot pay.",negative,-0.15
Arroyo-2004,"private sector better cheaper, government step aside.",neutral,0.25
Arroyo-2004,watchwords better cheaper.,neutral,0.5
Arroyo-2004,"privatization spells public pillage, government continue work.",neutral,0.0
Arroyo-2004,thats reason spare public services test competitive performance.,neutral,0.0
Arroyo-2004,simplify procedures eliminate fixers.,neutral,0.0
Arroyo-2004,"downsize government, motivate excess employees become entrepreneurs, increase pay lean mean bureaucracy.",negative,-0.3125
Arroyo-2004,abolished offices office president.,neutral,0.0
Arroyo-2004,abolish more.,neutral,0.5
Arroyo-2004,"ask congress pass law government reengineering, silver parachutes redundant offices.",negative,-0.2
Arroyo-2004,"proved people done within present structure government, move changing system one enhances freedom flexibility more.",neutral,0.25
Arroyo-2004,"expect next year, congress start considering resolutions charter change.",neutral,0.0
Arroyo-2004,one monopoly right ideas.,neutral,0.2857142857142857
Arroyo-2004,"reaching segments society parties, me, join things everyones concern rise politics level patriotism.",neutral,0.0
Arroyo-2004,want honeymoon period forget country go again.,neutral,0.0
Arroyo-2004,"want marriage convenience conviction, across spectrum parties groups, encompassing range intelligent political, religious, economic views.",neutral,0.25
Arroyo-2004,want marriage least life congress.,negative,-0.3
Arroyo-2004,ask unprincipled support hold.,neutral,0.0
Arroyo-2004,ask end unprincipled obstructionism always succeeds defeating best efforts.,neutral,0.85
Arroyo-2004,tunay nga kahirapan kawalan katarungan sagabal pagunlad.,neutral,0.0
Arroyo-2004,ngunit nagsusulsol mahihirap manggulo sumisira kinabukasan.,neutral,0.0
Arroyo-2004,must stop.,neutral,0.0
Arroyo-2004,must put stop that.,neutral,0.0
Arroyo-2004,"every year, every president tells congress last chance meaningful change.",neutral,0.25
Arroyo-2004,"time say again, adding past presidents right.",neutral,0.01785714285714285
Arroyo-2004,"time change doesnt happen, makes change harder less likely happen next time around.",negative,-0.06666666666666667
Arroyo-2004,time change well past due.,negative,-0.1875
Arroyo-2004,"time, let say, lets it!",neutral,0.0
Arroyo-2004,mabuhay pilipino!,neutral,0.0
Arroyo-2004,maraming salamat lahat.,neutral,0.0
Arroyo-2004,mabuhay pilipino!,neutral,0.0
Arroyo-2004,mabuhay!,neutral,0.0
Arroyo-2005, fifth state nation address excellency gloria macapagalarroyo president philippines opening regular session congress thank you.,neutral,0.0
Arroyo-2005,"thank you, speaker de venecia.",neutral,0.0
Arroyo-2005,"vice president de castro president ramos senate president drilon members senate members house representatives chief justice davide members judiciary archbishop franco excellencies diplomatic corps fellow government workers whether elected, appointed, civil servants distinguished guests ladies gentlemen every year, meet day great hall celebrate democracy take stock nation country condition government performance people wellbeing.",neutral,0.8
Arroyo-2005,"country divided story nation tale two philippines almost, were, two countries name.",neutral,0.0
Arroyo-2005,"one philippines whose economy, long years cumulative national endeavor, poised take off.",negative,-0.05
Arroyo-2005,"philippines whose political system, equally long years degeneration, become hindrance progress.",negative,-0.025
Arroyo-2005,"country verge take off, storyline would surprise many home abroad.",neutral,0.5
Arroyo-2005,"story includes economy grew last year continued work teeth biggest oil price hikes history, generating million jobs last four years.",neutral,0.0
Arroyo-2005,"story includes marked improvements tax collections, infrastructure, housing construction, shelter security urban poor indigenous peoples, rice productivity.",negative,-0.10000000000000002
Arroyo-2005,"story includes million beneficiaries health care insurance, including million indigents, whose reenrollment started early year still ongoing.",neutral,0.1
Arroyo-2005,"story, four years, saw drug menace cut half, rash kidnappings become thing past, insurgency south abated.",negative,-0.20833333333333331
Arroyo-2005,"story work one economy resilient full potential people patient hardworking, guided government–with executive legislative handinhand—that able pass nononsense budget make tough decisions put fiscal house order.",neutral,0.11527777777777777
Arroyo-2005,"especially refer recent titanic struggle enact three laws comprised biggest fiscal package history, biggest revenue increase generation break vicious cycle financing development borrowing borrow service loans.",negative,-0.3333333333333333
Arroyo-2005,one reform snap chain bound future profligate past debtburdened present.,negative,-0.08333333333333333
Arroyo-2005,"filipinos strong sense family given congress stronger resolve pass todays debt, bankrupt children grandchildren tomorrow.",neutral,0.4333333333333333
Arroyo-2005,struggle done house senate great honor.,neutral,0.8
Arroyo-2005,congratulations you.,neutral,0.0
Arroyo-2005,"abroad, story continues.",neutral,0.0
Arroyo-2005,weve worked long hard restore country prominent place held cofounder united nations free worlds first line defense east.,neutral,0.16166666666666668
Arroyo-2005,"seat un security council, presided landmark resolution calling democracy iraq.",neutral,0.0
Arroyo-2005,"philippines chaired historic conference interfaith cooperation peace un, fruit bold creative initiative speaker house.",neutral,0.27777777777777773
Arroyo-2005,head apec antiterrorism task force.,neutral,0.0
Arroyo-2005,victories war terror acknowledged less president bush u.s. national defense university.,negative,-0.16666666666666666
Arroyo-2005,jemaah islamiya abu sayyaf pick pieces broken backbone mindanao.,negative,-0.4
Arroyo-2005,weve worked organization islamic conference forge peace muslim brothers.,neutral,0.0
Arroyo-2005,eighty percent peace talks completed.,neutral,0.0
Arroyo-2005,permanent peace mindanao within reach.,neutral,0.0
Arroyo-2005,"indeed, story country verge take real.",neutral,0.2
Arroyo-2005,"analysts need look stock market, even pesodollar exchange rate, sense strong anticipation significant improvements, would overcome tendency worst enemy.",negative,-0.06388888888888888
Arroyo-2005,"thus, investors abroad mind, invite join sending strong message great hall waver commitment economic reform fiscal discipline, whatever political cost.",neutral,0.35833333333333334
Arroyo-2005,message send address burden philippine story imposes anticipated take off.,neutral,0.0
Arroyo-2005,refer story political system become hindrance national progress.,neutral,0.0
Arroyo-2005,"years, political system degenerated extent difficult anyone make headway yet keep hands clean.",negative,-0.04444444444444443
Arroyo-2005,"sure, system still capable achieving great reforms.",neutral,0.5
Arroyo-2005,"but, large, political system betrayed promise new generation filipinos, voting feet, going abroad, leaving system behind.",negative,-0.012337662337662342
Arroyo-2005,"perhaps politicians done best maybe best enough, given present system.",neutral,0.5
Arroyo-2005,perhaps strained present political system final limit.,neutral,0.0
Arroyo-2005,"time turn people, bring government, change way government done.",neutral,0.0
Arroyo-2005,people want government works every level.,neutral,0.0
Arroyo-2005,"want good government begins doorstep barangay, end closed door bureaucrat metro manila.",neutral,0.3
Arroyo-2005,"system clearly needs fundamental change, sooner better.",neutral,0.3
Arroyo-2005,its time start great debate charter change.,neutral,0.8
Arroyo-2005,"must address questions much government needed greater safety economic security people, much less government conducive free enterprise economic progress.",neutral,0.2222222222222222
Arroyo-2005,mode charter change exclusive prerogative congress.,neutral,0.0
Arroyo-2005,constituent assembly well give people quickest reforms.,neutral,0.0
Arroyo-2005,"shall work congress, civil society groups, local government executives convinced charter changes needed enable country surmount unprecedented challenges century.",neutral,0.3
Arroyo-2005,take opportunity acknowledge local government executives brought lgu power revolution transformative leadership.,neutral,0.0
Arroyo-2005,"economic progress social stability provinces, along increasing selfreliance efficiency political developments public services there, make compelling case federalism.",neutral,0.10666666666666666
Arroyo-2005,perhaps its time take power center countryside feeds it.,negative,-0.1
Arroyo-2005,recognize form government decision body constituted undertake charter change.,neutral,0.0
Arroyo-2005,"consider legislation could quickened laws made responsive people parliamentary system, similar progressive neighbors region.",neutral,0.0
Arroyo-2005,"even make serious start charter change, hope still work together initiatives lasting benefit people.",negative,-0.16666666666666666
Arroyo-2005,"area education, weve spent increased resources bettertrained teachers classrooms, teaching students effective ways.",neutral,0.25
Arroyo-2005,"weve laid strong foundation building almost , classrooms past four years, providing computer access , high schools, beginning healthy start breakfast program young schoolchildren.",neutral,0.18866666666666665
Arroyo-2005,"ask congress pass preneed code rehabilitate, reform regulate preneed educational programs worked well past major vehicle youth education entitlement.",neutral,0.020833333333333332
Arroyo-2005,college education great filipino dream.,neutral,0.8
Arroyo-2005,"world rapid technological change, getting job keeping depends much well one reasons well one uses hands.",neutral,0.2
Arroyo-2005,issued e.o.,neutral,0.0
Arroyo-2005,hours spent vocational training credited towards college degree.,neutral,0.09999999999999999
Arroyo-2005,combine job readiness dream college education increasing competitiveness nation.,neutral,0.0
Arroyo-2005,competitiveness greatly endangered today global oil crisis.,neutral,0.4
Arroyo-2005,call congress pass legislation encouraging renewable indigenous energy.,neutral,0.0
Arroyo-2005,"area national security, urge swift passage antiterrorism law protect rather subvert, enhance rather weaken, rights liberties terrorism precisely threatens extinction.",neutral,0.4
Arroyo-2005,examples serve highlight much work done.,neutral,0.2
Arroyo-2005,"time divisiveness, theres avoiding partisan politics, determined effort sides limit collateral damage country poised takeoff.",neutral,0.0
Arroyo-2005,lets call lord lead us.,neutral,0.0
Arroyo-2005,let us ask grace make us worthy healing land.,neutral,0.3333333333333333
Arroyo-2005,alam tayong naghahangad makabuluhang pagbabago bayan.,neutral,0.0
Arroyo-2005,tayong nagsisikap matamo kapayapaan kaunlaran.,neutral,0.0
Arroyo-2005,"kayat akoy nakikiusap tulungan ninyo ako, kapakanan bayan.",neutral,0.0
Arroyo-2005,"disagree among let us never lose sight greater battle one people, one country, one philippines.",neutral,0.5
Arroyo-2005,country president philippines shared passionate affections.,negative,-0.05
Arroyo-2005,maraming salamat lahat.,neutral,0.0
Arroyo-2005,thank you.,neutral,0.0
Arroyo-2006,sixth state nation address excellency gloria macapagalarroyo president philippines opening regular session congress thank you.,neutral,0.0
Arroyo-2006,"thank you, speaker de venecia.",neutral,0.0
